account_id,risk_score_max,risk_score_mean,profile,is_at_risk_true,n_transactions,avg_night_ratio,avg_tx_24h,avg_unique_recv,avg_burst_score,avg_temporal_shift,avg_qris_ratio,final_risk_score,risk_level,recommendation,top_triggers
AUG_0047,71.7,24.182142,normal,0,28,0.4800964285714286,0.42857142857142855,2.7857142857142856,0.8196464285714286,0.1985535714285714,0.0,71.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0048,60.5,14.914286,normal,0,28,0.2880964285714286,0.42857142857142855,2.7857142857142856,0.8196464285714286,0.11607142857142858,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0049,65.1,27.225,normal,0,28,0.4342642857142857,0.42857142857142855,2.7857142857142856,0.8196464285714286,0.15986428571428574,0.0,65.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0050,60.5,13.910714,normal,0,28,0.10892857142857142,0.42857142857142855,2.7857142857142856,0.8196464285714286,-0.017264285714285715,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0051,60.5,16.981482,normal,0,27,0.2129703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.007411111111111111,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0052,68.7,16.77037,normal,0,27,0.17099259259259258,0.2962962962962963,2.740740740740741,0.622225925925926,0.002474074074074075,0.0,68.7,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0053,60.5,15.496296,normal,0,27,0.14074814814814815,0.2962962962962963,2.740740740740741,0.622225925925926,0.014822222222222226,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0054,60.5,14.807407,normal,0,27,0.36172592592592595,0.2962962962962963,2.740740740740741,0.622225925925926,0.04814814814814814,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0055,60.5,15.607408,normal,0,27,0.18209999999999998,0.2962962962962963,2.740740740740741,0.622225925925926,0.03456296296296296,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0056,69.2,19.529629,normal,0,27,0.4919703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.07654074074074073,0.0,69.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0057,60.5,13.707408,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.04073333333333334,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0058,60.5,14.781482,normal,0,27,0.1358,0.2962962962962963,2.740740740740741,0.622225925925926,0.05431851851851852,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0059,60.5,14.088889,normal,0,27,0.29938518518518514,0.2962962962962963,2.740740740740741,0.622225925925926,0.08270740740740742,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0060,68.1,19.062963,normal,0,27,0.5907407407407407,0.2962962962962963,2.740740740740741,0.622225925925926,0.12469259259259259,0.0,68.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0061,60.5,21.31111,normal,0,27,0.49876666666666664,0.2962962962962963,2.740740740740741,0.622225925925926,0.10494074074074072,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0062,63.4,18.981482,normal,0,27,0.3561666666666667,0.2962962962962963,2.740740740740741,0.622225925925926,0.09753333333333333,0.0,63.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0063,60.5,16.822222,normal,0,27,0.18209999999999998,0.2962962962962963,2.740740740740741,0.622225925925926,0.03456296296296296,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0064,60.5,12.27037,normal,0,27,0.1635851851851852,0.2962962962962963,2.740740740740741,0.622225925925926,0.0024666666666666695,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0065,69.2,16.32963,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.04073333333333334,0.0,69.2,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0066,60.5,16.800001,normal,0,27,0.36172592592592595,0.2962962962962963,2.740740740740741,0.622225925925926,0.04814814814814814,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0067,81.8,17.822222,normal,0,27,0.1784,0.2962962962962963,2.740740740740741,0.622225925925926,0.011118518518518519,0.0,81.8,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Aktivitas malam tinggi
AUG_0068,60.5,15.77037,normal,0,27,0.3925925925925926,0.2962962962962963,2.740740740740741,0.622225925925926,0.0790111111111111,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0069,60.6,15.85926,normal,0,27,0.2129703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.007411111111111111,0.0,60.6,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0070,67.5,20.566666,normal,0,27,0.4919703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.07654074074074073,0.0,67.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0071,60.5,15.411111,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.04073333333333334,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0072,61.4,20.2,normal,0,27,0.39197037037037036,0.2962962962962963,2.740740740740741,0.622225925925926,0.09506296296296296,0.0,61.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0073,80.1,16.47037,normal,0,27,0.18209999999999998,0.2962962962962963,2.740740740740741,0.622225925925926,0.03456296296296296,0.0,80.1,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Aktivitas malam tinggi
AUG_0074,64.6,18.774075,normal,0,27,0.21975555555555554,0.2962962962962963,2.740740740740741,0.622225925925926,0.030855555555555563,0.0,64.6,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0075,60.5,16.522223,normal,0,27,0.3425925925925926,0.2962962962962963,2.740740740740741,0.622225925925926,0.08888518518518519,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0076,67.1,17.822222,normal,0,27,0.4919703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.07654074074074073,0.0,67.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0077,65.1,19.78148,normal,0,27,0.5339444444444444,0.2962962962962963,2.740740740740741,0.622225925925926,0.08148518518518519,0.0,65.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0078,61.7,14.844444,normal,0,27,0.1635851851851852,0.2962962962962963,2.740740740740741,0.622225925925926,0.0024666666666666695,0.0,61.7,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0079,60.5,15.107408,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.04073333333333334,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0080,63.1,20.185184,normal,0,27,0.3561666666666667,0.2962962962962963,2.740740740740741,0.622225925925926,0.09753333333333333,0.0,63.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0081,60.5,12.335714,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0082,62.0,14.139285,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,62.0,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0083,60.5,13.257143,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0084,60.5,13.146429,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0085,63.9,21.021427,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,63.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0086,60.5,14.917856,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0087,60.5,17.02857,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0088,60.5,15.989286,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0089,60.5,15.635714,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0090,68.3,17.810715,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,68.3,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0091,60.5,14.610715,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0092,61.5,17.764286,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,61.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0093,60.5,15.664286,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0094,60.5,12.832143,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0095,78.9,18.817858,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,78.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0096,68.4,16.157143,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,68.4,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0097,60.5,16.057142,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0098,60.5,14.175,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0099,60.5,14.028571,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0100,60.5,15.817857,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0101,60.5,15.664286,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0102,77.4,19.667858,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,77.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0103,60.5,14.564285,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0104,60.5,13.271429,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0105,60.5,13.471429,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0106,60.5,16.467857,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0107,66.5,16.967857,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,66.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0108,60.5,15.042857,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0109,60.5,16.121428,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.20130357142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0110,60.5,15.075,normal,0,28,0.46084285714285717,1.4642857142857142,2.7857142857142856,1.633867857142857,0.19155357142857143,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0111,63.7,18.535715,normal,0,28,0.41959642857142854,0.5,2.7857142857142856,0.8029821428571429,0.07095714285714286,0.0,63.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0112,69.0,20.717855,normal,0,28,0.1390357142857143,0.5,2.7857142857142856,0.8029821428571429,-0.003999999999999999,0.0,69.0,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0113,62.3,15.6214285,normal,0,28,0.41959642857142854,0.5,2.7857142857142856,0.8029821428571429,0.07095714285714286,0.0,62.3,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0114,66.3,20.464285,normal,0,28,0.25829285714285716,0.5,2.7857142857142856,0.8029821428571429,0.049614285714285715,0.0,66.3,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0115,60.5,15.442857,normal,0,28,0.41959642857142854,0.5,2.7857142857142856,0.8029821428571429,0.07095714285714286,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0116,60.5,18.007143,normal,0,28,0.458075,0.5,2.7857142857142856,0.8029821428571429,0.10943571428571429,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0117,60.5,18.239286,normal,0,28,0.07946071428571429,0.5,2.7857142857142856,0.8029821428571429,-0.012207142857142857,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0118,78.2,19.62857,normal,0,28,0.3539142857142857,0.5,2.7857142857142856,0.8029821428571429,0.0023821428571428544,0.0,78.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0119,69.4,29.364286,normal,0,28,0.21139642857142857,0.5,2.7857142857142856,0.8029821428571429,0.11037857142857144,0.0,69.4,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0120,64.8,17.075,normal,0,28,0.21833214285714284,0.5,2.7857142857142856,0.8029821428571429,0.03006071428571428,0.0,64.8,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0121,88.8,29.635714,normal,0,28,0.2962535714285714,0.5,2.7857142857142856,0.8029821428571429,0.10884642857142857,0.0,88.8,Critical,Eskalasi ke tim compliance & flag ke OJK,Aktivitas malam tinggi & Banyak penerima
AUG_0122,64.0,21.271427,normal,0,28,0.25829285714285716,0.5,2.7857142857142856,0.8029821428571429,0.049614285714285715,0.0,64.0,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0123,60.5,17.746428,normal,0,28,0.45722857142857143,0.5,2.7857142857142856,0.8029821428571429,0.12559642857142855,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0124,60.5,14.7,normal,0,28,0.458075,0.5,2.7857142857142856,0.8029821428571429,0.10943571428571429,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0125,75.7,27.342855,normal,0,28,0.3895392857142857,0.5,2.7857142857142856,0.8029821428571429,0.18009642857142857,0.0,75.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0126,74.3,33.135715,normal,0,28,0.21139642857142857,0.5,2.7857142857142856,0.8029821428571429,0.11037857142857144,0.0,74.3,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0127,93.7,20.417858,normal,0,28,0.1390357142857143,0.5,2.7857142857142856,0.8029821428571429,-0.003999999999999999,0.0,93.7,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Velocity burst
AUG_0128,64.4,15.482142,normal,0,28,0.3539142857142857,0.5,2.7857142857142856,0.8029821428571429,0.0023821428571428544,0.0,64.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0129,60.5,18.675001,normal,0,28,0.30387142857142857,0.5,2.7857142857142856,0.8029821428571429,0.052000000000000005,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0130,60.5,17.575,normal,0,28,0.25829285714285716,0.5,2.7857142857142856,0.8029821428571429,0.049614285714285715,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0131,81.5,23.425001,normal,0,28,0.07946071428571429,0.5,2.7857142857142856,0.8029821428571429,-0.012207142857142857,0.0,81.5,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Velocity burst
AUG_0132,60.5,22.271427,normal,0,28,0.07946071428571429,0.5,2.7857142857142856,0.8029821428571429,-0.012207142857142857,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0133,82.1,25.321428,normal,0,28,0.10986428571428572,0.5,2.7857142857142856,0.8029821428571429,-0.019217857142857144,0.0,82.1,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Velocity burst
AUG_0134,71.7,23.382143,normal,0,28,0.07946071428571429,0.5,2.7857142857142856,0.8029821428571429,-0.012207142857142857,0.0,71.7,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0135,70.4,24.296429,normal,0,28,0.30387142857142857,0.5,2.7857142857142856,0.8029821428571429,0.052000000000000005,0.0,70.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0136,72.2,28.52857,normal,0,28,0.3895392857142857,0.5,2.7857142857142856,0.8029821428571429,0.18009642857142857,0.0,72.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0137,60.5,22.467855,normal,0,28,0.30387142857142857,0.5,2.7857142857142856,0.8029821428571429,0.052000000000000005,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
