account_id,risk_score_max,risk_score_mean,profile,is_at_risk_true,n_transactions,avg_night_ratio,avg_tx_24h,avg_unique_recv,avg_burst_score,avg_temporal_shift,avg_qris_ratio,final_risk_score,risk_level,recommendation,top_triggers,explanation
AUG_0031,60.5,13.867858,normal,0,28,0.2178571428571428,0.4285714285714285,2.7857142857142856,0.8196464285714286,-0.0511928571428571,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0032,60.5,15.439285,normal,0,28,0.3226178571428572,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1101142857142857,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0033,76.9,17.796429,normal,0,28,0.3226178571428572,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1101142857142857,0.0,76.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0034,91.0,24.064285,normal,0,28,0.2633535714285714,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.0151357142857142,0.0,91.0,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0035,60.5,19.803572,normal,0,28,0.3670107142857143,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1402214285714285,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0036,66.0,20.210714,normal,0,28,0.2633535714285714,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.0151357142857142,0.0,66.0,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0037,60.5,20.717855,normal,0,28,0.3670107142857143,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1402214285714285,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0038,65.6,16.592857,normal,0,28,0.2206678571428571,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.0510214285714285,0.0,65.6,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0039,60.5,18.353573,normal,0,28,0.2204964285714285,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.0079928571428571,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0040,60.5,13.667857,normal,0,28,0.1821428571428571,0.4285714285714285,2.7857142857142856,0.8196464285714286,-0.0392857142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0041,61.6,17.64643,normal,0,28,0.3821428571428571,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1077428571428571,0.0,61.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0042,76.4,19.139286,normal,0,28,0.3821428571428571,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1077428571428571,0.0,76.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0043,62.8,14.935715,normal,0,28,0.2666678571428572,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.0017857142857142,0.0,62.8,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0044,60.5,14.425,normal,0,28,0.1950678571428571,0.4285714285714285,2.7857142857142856,0.8196464285714286,-0.0085035714285714,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0045,62.5,17.65357,normal,0,28,0.3794178571428571,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.0895392857142857,0.0,62.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0046,60.5,12.982142,normal,0,28,0.2178571428571428,0.4285714285714285,2.7857142857142856,0.8196464285714286,-0.0511928571428571,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0047,71.7,24.182142,normal,0,28,0.4800964285714286,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1985535714285714,0.0,71.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0048,60.5,14.914286,normal,0,28,0.2880964285714286,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1160714285714285,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0049,65.1,27.225,normal,0,28,0.4342642857142857,0.4285714285714285,2.7857142857142856,0.8196464285714286,0.1598642857142857,0.0,65.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0050,60.5,13.910714,normal,0,28,0.1089285714285714,0.4285714285714285,2.7857142857142856,0.8196464285714286,-0.0172642857142857,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0051,60.5,16.981482,normal,0,27,0.2129703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.0074111111111111,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0052,68.7,16.77037,normal,0,27,0.1709925925925925,0.2962962962962963,2.740740740740741,0.622225925925926,0.002474074074074,0.0,68.7,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0053,60.5,15.496296,normal,0,27,0.1407481481481481,0.2962962962962963,2.740740740740741,0.622225925925926,0.0148222222222222,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0054,60.5,14.807407,normal,0,27,0.3617259259259259,0.2962962962962963,2.740740740740741,0.622225925925926,0.0481481481481481,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0055,60.5,15.607408,normal,0,27,0.1820999999999999,0.2962962962962963,2.740740740740741,0.622225925925926,0.0345629629629629,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0056,69.2,19.529629,normal,0,27,0.4919703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.0765407407407407,0.0,69.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0057,60.5,13.707408,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.0407333333333333,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0058,60.5,14.781482,normal,0,27,0.1358,0.2962962962962963,2.740740740740741,0.622225925925926,0.0543185185185185,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0059,60.5,14.088889,normal,0,27,0.2993851851851851,0.2962962962962963,2.740740740740741,0.622225925925926,0.0827074074074074,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0060,68.1,19.062963,normal,0,27,0.5907407407407407,0.2962962962962963,2.740740740740741,0.622225925925926,0.1246925925925925,0.0,68.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0061,60.5,21.31111,normal,0,27,0.4987666666666666,0.2962962962962963,2.740740740740741,0.622225925925926,0.1049407407407407,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0062,63.4,18.981482,normal,0,27,0.3561666666666667,0.2962962962962963,2.740740740740741,0.622225925925926,0.0975333333333333,0.0,63.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0063,60.5,16.822222,normal,0,27,0.1820999999999999,0.2962962962962963,2.740740740740741,0.622225925925926,0.0345629629629629,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0064,60.5,12.27037,normal,0,27,0.1635851851851852,0.2962962962962963,2.740740740740741,0.622225925925926,0.0024666666666666,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0065,69.2,16.32963,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.0407333333333333,0.0,69.2,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0066,60.5,16.800001,normal,0,27,0.3617259259259259,0.2962962962962963,2.740740740740741,0.622225925925926,0.0481481481481481,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0067,81.8,17.822222,normal,0,27,0.1784,0.2962962962962963,2.740740740740741,0.622225925925926,0.0111185185185185,0.0,81.8,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0068,60.5,15.77037,normal,0,27,0.3925925925925926,0.2962962962962963,2.740740740740741,0.622225925925926,0.0790111111111111,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0069,60.6,15.85926,normal,0,27,0.2129703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.0074111111111111,0.0,60.6,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0070,67.5,20.566666,normal,0,27,0.4919703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.0765407407407407,0.0,67.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0071,60.5,15.411111,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.0407333333333333,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0072,61.4,20.2,normal,0,27,0.3919703703703703,0.2962962962962963,2.740740740740741,0.622225925925926,0.0950629629629629,0.0,61.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0073,80.1,16.47037,normal,0,27,0.1820999999999999,0.2962962962962963,2.740740740740741,0.622225925925926,0.0345629629629629,0.0,80.1,Critical,Eskalasi ke tim compliance & flag ke OJK,Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0074,64.6,18.774075,normal,0,27,0.2197555555555555,0.2962962962962963,2.740740740740741,0.622225925925926,0.0308555555555555,0.0,64.6,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0075,60.5,16.522223,normal,0,27,0.3425925925925926,0.2962962962962963,2.740740740740741,0.622225925925926,0.0888851851851851,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0076,67.1,17.822222,normal,0,27,0.4919703703703704,0.2962962962962963,2.740740740740741,0.622225925925926,0.0765407407407407,0.0,67.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0077,65.1,19.78148,normal,0,27,0.5339444444444444,0.2962962962962963,2.740740740740741,0.622225925925926,0.0814851851851851,0.0,65.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0078,61.7,14.844444,normal,0,27,0.1635851851851852,0.2962962962962963,2.740740740740741,0.622225925925926,0.0024666666666666,0.0,61.7,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0079,60.5,15.107408,normal,0,27,0.1469222222222222,0.2962962962962963,2.740740740740741,0.622225925925926,0.0407333333333333,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0080,63.1,20.185184,normal,0,27,0.3561666666666667,0.2962962962962963,2.740740740740741,0.622225925925926,0.0975333333333333,0.0,63.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0081,60.5,12.335714,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0082,62.0,14.139285,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,62.0,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0083,60.5,13.257143,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0084,60.5,13.146429,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0085,63.9,21.021427,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.2013035714285714,0.0,63.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0086,60.5,14.917856,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0087,60.5,17.02857,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.2013035714285714,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0088,60.5,15.989286,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.2013035714285714,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0089,60.5,15.635714,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0090,68.3,17.810715,normal,0,28,0.4608428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.1915535714285714,0.0,68.3,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0091,60.5,14.610715,normal,0,28,0.4608428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.1915535714285714,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0092,61.5,17.764286,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.2013035714285714,0.0,61.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0093,60.5,15.664286,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0094,60.5,12.832143,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0095,78.9,18.817858,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.2013035714285714,0.0,78.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0096,68.4,16.157143,normal,0,28,0.0,1.4642857142857142,2.7857142857142856,1.633867857142857,0.0,0.0,68.4,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
AUG_0097,60.5,16.057142,normal,0,28,0.5034428571428571,1.4642857142857142,2.7857142857142856,1.633867857142857,0.2013035714285714,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst,Tingkat risiko rendah — tidak memerlukan penjelasan khusus
